	umap dim 1	umap dim 2	Membrane.Ecad..HCC.650.Joe..Mean..Normalized.Counts..Total.Weighting.	Nucleus.DAPI.Mean..Normalized.Counts..Total.Weighting.	Cytoplasm.CD103..HCC.520.Joe..Mean..Normalized.Counts..Total.Weighting.	Cytoplasm.Glypican..HCC.540.Joe..Mean..Normalized.Counts..Total.Weighting.	Cytoplasm.CD8..HCC.570.Joe..Mean..Normalized.Counts..Total.Weighting.	Cytoplasm.PD1..HCC.620.Joe..Mean..Normalized.Counts..Total.Weighting.	Cytoplasm.CD3..HCC.690.Joe..Mean..Normalized.Counts..Total.Weighting.
1	2.4223025	-3.6719263	4.291	13.214	0.279	2.452	3.614	2.34	0.715
2	3.0703154	1.6555256	9.958	11.541	0.76	5.069	9.55	3.828	1.524
3	2.7960835	10.599632	21.445	11.561	1.144	9.262	20.599	7.469	2.419
4	2.6535165	12.472577	24.339	12.719	1.457	17.462	22.624	6.137	3.095
5	0.15661013	7.2187223	15.428	12.347	1.119	7.206	14.135	6.185	1.983
6	2.9224417	-2.3200898	4.251	11.577	0.501	3.682	7.131	4.315	1.467
7	3.3091679	11.958985	20.63	12.132	1.225	10.202	30.488	6.314	3.501
8	1.8159251	12.768414	25.784	16.812	1.407	12.284	19.706	6.347	2.998
9	2.840936	13.493593	27.919	15.596	1.297	10.559	29.368	8.596	2.807
10	-0.077541076	8.408941	18.499	12.02	1.131	7.674	14.073	7.189	2.315
11	0.16249423	7.3252063	16.63	13.189	1.206	7.181	14.547	5.059	2.157
12	3.1332872	12.523379	25.388	14.023	1.253	13.904	29.565	9.922	1.921
13	1.5052308	-3.2367513	7.68	11.208	0.231	2.179	2.894	1.735	0.725
14	3.3487196	3.6634917	11.277	12.896	1.132	5.677	12.57	5.443	2.389
15	-0.14332391	9.566762	20.289	16.196	1.221	6.617	13.963	5.069	2.038
16	2.9964564	12.691922	24.367	14.663	1.269	12.6	27.511	7.056	2.561
17	1.809036	12.900632	27.015	15.314	1.94	12.799	19.769	6.826	2.708
18	0.6138056	10.8601	22.843	12.835	1.405	8.889	15.819	4.91	2.503
19	0.31814831	6.1549025	14.782	16.623	1.165	7.496	11.8	5.21	2.198
20	0.17190666	9.088745	18.65	16.153	1.27	8.796	13.286	5.813	2.123
21	-0.48920316	9.983015	22.275	11.65	1.323	6.783	14.847	6.598	2.135
22	1.5445731	11.716188	22.945	12.642	1.381	9.51	22.016	4.805	2.304
23	0.82084817	11.071395	22.939	17.842	1.707	10.117	16.377	4.967	2.884
24	2.823018	-0.15154862	8.504	12.923	0.649	4.764	8.446	2.507	1.345
25	2.8310585	14.196206	32.563	17.842	1.419	17.987	29.749	5.478	2.655
26	2.2708066	14.415545	35.498	11.577	1.089	9.695	26.368	6.56	2.739
27	3.2103117	8.629601	16.157	14.405	1.22	11.257	17.946	6.115	2.438
28	1.841789	13.588873	31.625	11.868	1.878	14.764	20.267	3.253	2.769
29	1.8558865	15.334563	44.614	16.797	1.686	12.129	19.351	5.185	2.478
30	0.64722884	8.414655	18.385	15.478	0.992	7.716	15.004	6.253	2.209
31	-0.292472	11.248244	23.473	14.719	1.586	8.155	13.676	5.315	2.207
32	-0.40029415	5.486016	14.935	11.924	1.268	6.312	10.939	4.89	2.222
33	-0.19886898	5.814017	15.497	12.125	0.868	6.002	12.232	5.784	1.835
34	2.77097	7.9304037	16.33	11.388	1.242	8.568	16.4	6.707	1.817
35	1.5754608	14.008726	32.264	14.965	1.423	9.356	22.063	4.608	2.708
36	2.261178	13.639571	29.435	16.92	1.165	17.285	23.576	5.986	2.344
37	1.8082721	15.4499855	50.448	14.995	1.015	18.222	13.84	3.406	2.092
38	2.9401705	13.605487	28.239	14.767	1.634	13.329	31.522	6.314	2.674
39	2.0187395	2.515871	9.424	17.676	1.092	5.771	11.558	4.307	2.172
40	-4.073888	3.0250742	17.442	14.827	1.133	5.052	10.709	4.689	2.265
41	0.4564503	8.766962	19.025	16.115	1.293	6.588	14.161	5.806	2.243
42	3.528095	3.73861	10.576	14.696	0.928	6.851	13.738	5.661	2.111
43	3.3049412	11.98579	20.688	13.968	0.981	10.767	30.05	8.012	2.525
44	-0.84400076	4.402546	16.346	12.431	0.325	4.012	8.329	3.48	1.089
45	3.2022433	4.2639627	12.812	12.236	1.04	7.447	11.979	4.707	2.183
46	-0.1820222	8.170238	18.303	12.983	1.045	5.967	13.433	5.677	1.873
47	0.6729909	10.688138	21.939	12.342	1.038	9.666	16.326	6.158	1.811
48	1.865473	14.861778	37.549	13.398	1.087	16.4	18.819	6.261	1.664
49	1.7991594	11.274983	21.7	16.661	1.378	10.596	18.486	6.415	1.814
50	2.8563643	13.835578	30.286	15.153	1.387	8.967	30.129	3.797	1.902
51	3.448531	5.153024	12.052	12.842	1.34	8.985	14.107	5.002	2.523
52	3.0253136	10.432542	17.162	15.708	1.082	11.25	22.254	6.58	2.252
53	8.991327	4.7722106	25.332	11.806	0.851	17.56	38.851	8.726	2.872
54	0.4651494	14.151497	32.482	11.754	1.77	9.813	13.982	3.022	2.932
55	1.8149675	14.348145	35.227	12.016	1.423	17.837	16.069	2.549	3.334
56	3.572617	-0.8657305	5.187	11.21	0.973	4.482	8.631	4.249	2.501
57	8.99741	4.7539525	27.818	12.919	0.858	9.223	39.926	7.661	2.211
58	-0.21848656	13.100961	29.207	14.945	1.254	6.704	10.945	4.142	2.176
59	1.948805	13.279621	28.836	16.151	1.436	16.89	17.248	4.588	2.152
60	2.4181194	9.759654	19.361	15.091	1.431	8.394	18.423	4.795	2.446
61	0.8226481	12.208127	24.28	17.523	1.58	11.966	15.019	5.294	2.856
62	0.07114044	7.1344876	17.011	15.162	1.298	6.523	13.417	5.388	2.374
63	2.528307	10.900961	20.666	13.092	1.324	13.745	17.519	4.529	2.34
64	1.1788357	13.653313	30.33	13.94	1.201	9.938	17.91	6.196	2.001
65	0.60357165	10.476005	21.566	11.646	1.347	8.766	14.773	5.49	2.158
66	0.8969147	12.068641	25.044	19.367	1.763	9.471	17.368	5.115	3.341
67	-0.084335476	9.583378	20.466	19.173	1.191	8.062	11.524	5.05	2.427
68	1.6772959	13.494242	29.534	12.845	1.713	14.832	18.965	3.801	2.703
69	2.7741785	8.005686	15.964	12.226	1.001	8.642	16.435	5.607	1.751
70	-0.4179828	10.89653	22.606	13.359	1.027	7.786	14.142	4.771	2.151
71	1.2873796	15.285489	44.173	12.91	1.367	6.498	13.082	3.704	2.98
72	8.995892	4.75152	26.309	11.591	1.042	10.273	38.245	6.238	1.478
73	1.3811941	11.537265	22.29	12.363	1.391	9.205	19.441	4.041	2.298
74	2.7321064	13.45387	27.336	17.322	1.029	7.902	29.185	5.529	2.778
75	-0.29912862	3.5161467	13.478	13.197	0.763	4.294	8.095	4.805	1.679
76	0.61878824	10.518412	22.175	11.711	1.457	9.387	14.838	4.043	2.635
77	2.2371457	14.0248375	34.018	16.818	1.219	21.376	21.005	4.119	2.487
78	2.8700306	14.307759	33.909	18.152	1.16	18.34	33.762	4.527	2.785
79	0.56857747	12.605723	26.492	14.955	1.386	9.065	16.428	4.185	2.241
80	2.9509597	5.363715	12.558	11.481	1.142	11.6	10.976	4.135	1.497
81	0.6236896	12.68984	27.423	13.588	1.319	11.906	14.307	4.127	2.597
82	1.8586286	12.463996	25.366	19.185	1.383	14.907	16.844	4.166	2.785
83	0.55774105	12.737474	27.277	15.179	1.862	10.04	16.031	4.02	2.646
84	2.229092	13.531852	29.458	14.635	1.422	20.516	17.454	3.668	3.19
85	-0.056538228	13.289805	29.072	12.928	1.121	8.177	13.728	4.771	1.93
86	1.2271461	11.55534	24.003	11.691	1.494	9.643	18.144	4.267	1.931
87	0.40010375	14.4059515	34.885	12.571	1.223	8.401	13.243	4.814	2.208
88	0.80375385	14.645391	36.763	13.222	1.282	9.745	14.432	5.537	2.255
89	3.8886287	7.736667	13.521	12.457	0.874	11.798	20.617	6.521	1.802
90	0.2628134	9.162754	19.565	11.596	1.281	8.429	14.423	5.772	1.945
91	6.18815	3.1576636	6.194	14.958	0.577	3.192	20.349	6.874	1.541
92	-0.6042373	10.869231	24.558	12.328	1.819	6.786	13.264	3.193	2.416
93	1.185282	13.721126	30.969	14.348	1.761	10.63	17.772	4.783	2.282
94	-0.12966341	13.110071	29.625	14.708	1.345	7.899	11.787	4.522	1.859
95	1.4580024	11.763692	24.224	11.837	0.917	10.884	21.038	5.629	1.605
96	1.3137275	11.66656	23.725	12.551	0.886	9.701	18.786	6.904	1.805
97	3.9914799	4.436397	10.409	12.012	1.158	8.179	13.847	4.605	1.641
98	1.7482781	12.086772	24.096	13.222	1.405	14.028	16.614	4.034	1.498
99	2.7296476	13.032332	25.598	13.622	1.634	17.219	25.579	4.296	2.375
100	1.8634653	9.504947	19.579	12.705	1.342	12.204	14.903	5.247	2.471
101	2.9045162	13.692873	28.182	13.409	0.956	10.189	31.741	6.121	2.556
102	-0.27584007	13.168169	29.527	11.282	1.96	5.652	14.572	3.916	2.65
103	-0.106898	10.299895	20.424	14.85	1.086	7.311	15.247	3.414	2.201
104	0.9915913	13.794499	30.251	16.135	1.807	12.694	15.742	3.979	3.066
105	0.12588799	6.7678957	15.492	12.621	1.244	8.064	13.058	3.919	2.296
106	0.8805187	11.278252	22.573	15.129	1.172	8.154	16.492	5.555	2.167
107	4.0522885	6.8615847	11.744	12.198	0.75	8.865	20.933	6.227	1.803
108	-0.18476446	5.8632174	14.089	11.78	1.233	6.726	12.275	4.224	1.656
109	0.2760882	7.427637	16.856	12.347	1.127	5.781	15.517	6.253	2.14
110	1.9395862	11.366736	22.378	15.738	1.207	13.761	16.674	3.773	2.354
111	2.115152	13.459494	28.43	15.02	1.929	14.577	22.251	4.135	2.475
112	0.8687893	10.306842	20.342	13.875	1.764	9.635	17.047	4.913	2.313
113	2.9720345	8.676714	16.144	11.65	1.392	11.779	17.083	4.563	2.253
114	1.8599061	14.27281	32.61	11.795	1.227	12.023	21.43	6.017	2.422
115	2.7934768	8.557335	15.431	13.016	1.126	12.204	15.73	4.534	1.756
116	3.4292395	3.8663108	12.343	11.622	1.292	5.904	12.545	3.863	2.642
117	3.537052	5.3178077	11.586	12.55	1.499	9.89	14.318	4.614	1.675
118	2.1303344	8.740599	17.478	17.413	1.247	10.591	15.547	6.056	2.12
119	2.526133	12.47437	26.403	13.501	1.12	21.503	14.232	5.059	1.901
120	1.6011032	2.8651197	11.185	17.643	0.431	7.33	10.097	2.17	1.056
121	-0.40852144	5.426415	14.268	12.877	1.114	6.599	10.346	3.414	1.838
122	3.672195	8.594344	11.908	13.087	0.94	17.785	11.76	4.887	1.582
123	1.4932181	11.391043	22.152	15.902	1.178	9.783	19.007	3.894	1.955
124	-0.60673755	10.580082	22.358	12.373	1.016	7.98	13.057	4.583	1.941
125	0.80116427	14.286727	32.578	11.828	1.031	10.23	16.292	3.891	2.038
126	4.0332646	6.1954975	11.761	12.296	0.808	6.488	17.371	5.453	1.908
127	-0.19735229	9.546777	19.937	13.202	1.218	8.713	13.979	5.71	1.977
128	1.0424461	13.912256	31.657	13.769	1.952	14.477	14.311	3.016	2.866
129	1.2215623	8.746977	17.804	14.003	1.231	12.185	11.102	4.796	2.064
130	0.61922497	8.885995	19.102	17.104	1.41	7.106	14.402	5.946	2.358
131	-0.19460605	5.3367724	15.488	14.284	0.951	5.494	10.923	4.897	1.749
132	9.645635	4.2744865	13.904	16.792	0.969	6.772	45.017	5.948	3.682
133	2.5439672	9.444283	17.486	11.283	1.603	15.048	12.254	5.528	2.071
134	0.76768565	8.572034	18.662	16.89	1.285	7.362	14.571	5.245	2.023
135	2.2835732	-3.471744	4.257	11.798	0.35	2.986	4.614	3.098	0.869
136	1.0349234	13.162413	28.13	11.843	1.132	10.099	17.377	4.495	1.907
137	4.2165627	1.0343127	7.308	13.728	1.263	5.423	11.826	4.768	1.785
138	-0.6917156	7.2569337	17.619	11.992	1.712	5.931	10.965	5.124	1.842
139	1.6177094	10.236574	20.791	35.808	1.119	18.478	16.711	3.132	2.687
140	0.10896329	6.424663	15.596	15.468	1.378	8.603	10.827	4.062	2.226
141	2.1444416	-3.5799575	5.602	11.438	0.377	2.941	4.269	1.372	0.88
142	1.193987	8.387937	17.285	18.389	1.528	8.93	13.509	4.234	2.703
143	0.361685	14.231	32.807	12.783	1.968	6.868	13.394	3.951	2.997
144	4.1548305	0.94686484	6.513	12.755	0.645	7.019	10.909	5.275	1.278
145	2.1693044	5.1885047	12.974	16.301	1.19	8.156	11.202	3.769	1.539
146	0.88580215	13.825169	30.802	16.774	1.743	8.336	17.228	4.052	2.484
147	-0.6862333	7.3338304	17.345	11.989	0.902	7.413	11.728	4.44	1.492
148	3.2722995	11.822206	21.011	13.006	1.027	8.483	27.769	6.322	2.0
149	2.6065013	5.0664663	12.551	16.386	1.145	6.747	11.773	5.598	2.111
150	2.4560738	8.423888	18.233	11.955	1.722	6.657	17.379	6.05	2.51
151	1.0247599	12.24637	25.378	13.635	1.389	11.842	15.595	4.739	2.357
152	2.1584475	8.984086	18.069	14.462	1.043	10.884	15.748	3.828	1.811
153	0.13903749	8.243082	18.024	16.404	1.378	8.054	11.976	4.903	2.145
154	2.9290102	14.378499	36.378	11.574	0.698	10.572	44.396	7.621	2.897
155	0.6847208	13.324867	28.593	13.543	1.175	8.268	16.928	5.424	2.184
156	3.0759456	12.699034	23.824	14.33	1.231	10.952	30.692	4.855	2.877
157	2.1112854	8.82637	16.911	16.144	1.038	9.612	16.041	5.531	1.885
158	-0.24817231	5.912205	15.046	11.662	1.007	6.256	13.068	5.335	1.881
159	0.9842327	10.790031	21.525	11.603	1.202	11.646	16.773	4.128	1.894
160	1.2910433	8.280621	16.911	16.745	1.568	8.396	15.79	4.431	2.403
161	3.1080825	12.022024	22.582	15.64	1.099	8.534	26.48	5.642	2.192
162	0.41230038	14.412281	34.252	10.784	2.109	6.009	15.454	3.83	3.329
163	1.9136204	14.8767395	39.043	12.63	2.288	17.326	18.801	4.138	3.262
164	0.3908628	13.979402	31.701	15.126	1.242	8.332	13.409	5.005	1.793
165	2.577228	1.5485594	9.394	15.063	0.761	4.732	9.612	4.535	1.734
166	4.0785313	1.9285179	7.569	11.508	1.017	7.737	11.238	3.874	1.591
167	2.0418944	11.43161	22.592	12.744	1.474	12.998	19.376	4.408	2.279
168	2.6930542	10.805756	20.768	13.717	1.153	9.895	21.548	5.738	2.147
169	0.027666247	5.0208497	13.609	11.999	0.987	5.366	11.199	5.62	1.541
170	0.6029614	12.413386	25.132	14.45	1.47	9.287	15.767	3.888	2.892
171	0.7784032	12.41484	25.566	14.989	1.27	10.32	16.287	4.87	2.212
172	4.10708	1.6979688	6.768	11.707	1.146	8.272	11.089	6.238	1.996
173	0.5683028	12.481313	26.23	13.864	1.066	11.056	14.877	5.252	1.808
174	-0.29869545	6.7151585	16.204	12.049	1.242	8.78	11.966	3.791	2.191
175	-0.1746044	13.138367	29.431	11.806	2.562	8.064	12.071	4.379	2.999
176	2.4282253	12.725055	24.211	14.835	0.963	14.116	23.459	5.733	1.888
177	1.5669706	13.924985	30.425	16.633	1.169	8.279	22.152	4.823	2.276
178	0.46902573	13.869188	31.42	14.919	1.637	9.037	15.06	5.688	2.048
179	-0.2844379	12.01879	25.625	15.832	1.544	9.077	12.472	3.395	2.521
180	3.628832	3.8983407	10.154	12.154	1.11	8.73	11.334	5.309	1.794
181	0.2027404	13.265103	29.124	15.277	1.294	9.446	13.593	4.573	2.887
182	0.40600294	12.511292	26.917	11.827	1.226	12.245	13.944	3.49	2.138
183	2.4816597	-0.37095484	7.651	14.944	0.844	4.534	7.854	4.183	1.59
184	-0.3416672	12.4659395	26.913	14.64	1.116	9.128	11.028	3.934	1.986
185	2.569941	12.274781	24.258	12.451	1.079	18.603	19.606	5.153	1.558
186	2.7184527	10.049322	19.015	16.319	1.504	8.143	20.785	4.418	2.165
187	1.3561002	13.639659	30.296	11.743	1.915	9.176	22.05	5.033	3.016
188	1.311121	11.584781	23.463	12.115	1.537	10.614	19.055	5.511	2.666
189	1.7355715	11.416868	22.93	16.708	1.177	11.62	17.671	5.171	1.89
190	2.2488303	11.613229	22.673	16.956	1.063	16.152	15.049	4.845	1.816
191	4.0504513	5.897408	8.883	11.722	1.224	11.949	17.666	4.627	1.917
192	3.8982	-0.06831138	6.202	11.477	0.925	7.076	8.029	2.867	1.177
193	-0.6820364	10.42553	22.572	12.919	1.461	6.618	12.856	3.578	2.154
194	1.0995197	12.196121	25.247	16.776	1.791	10.066	17.13	4.223	3.447
195	1.9971923	14.476904	34.855	12.381	1.686	13.334	24.684	5.094	2.898
196	1.111001	14.462934	34.779	11.619	1.012	9.629	19.36	4.086	2.319
197	2.9854112	10.543136	18.81	14.693	1.728	7.214	25.906	4.97	3.242
198	1.122137	12.109649	24.221	16.417	1.507	12.589	15.61	3.851	2.262
199	2.6607797	5.8856845	14.222	14.232	1.631	7.898	13.698	4.722	2.337
200	3.7685034	7.553559	13.679	16.036	1.164	10.835	20.981	6.169	2.239
201	2.1869256	6.1364098	15.074	16.598	1.152	7.922	14.024	5.379	1.826
202	0.3662313	13.06689	28.355	13.746	1.904	8.966	15.839	3.742	2.734
203	2.0910628	13.081905	26.676	12.939	1.367	11.368	22.773	4.199	2.903
204	0.2101962	6.825457	15.538	11.824	1.419	8.631	13.613	4.554	2.199
205	1.0085896	11.235033	22.762	11.872	1.147	6.02	18.568	5.769	2.037
206	2.8508801	13.471295	26.83	13.637	1.224	9.501	28.013	6.31	2.235
207	1.8852637	14.926833	37.64	14.606	1.055	17.082	18.282	3.463	1.978
208	2.6115897	9.722456	18.708	15.701	1.958	11.264	19.654	3.932	2.613
209	1.4127594	14.743225	36.353	11.74	1.713	16.181	13.691	3.466	2.973
210	0.43594423	9.083916	19.047	11.438	1.267	8.914	14.403	4.825	1.295
211	1.7471423	11.284811	23.138	13.873	1.693	12.974	16.429	5.195	1.857
212	9.018959	4.7124414	23.45	15.157	0.699	10.153	41.19	7.555	2.38
213	-0.23627916	12.294626	27.221	11.421	1.79	7.898	15.922	3.48	2.731
214	-1.0586878	8.586713	19.652	13.795	1.07	5.686	11.489	4.871	2.131
215	0.96401304	13.787794	30.792	15.485	1.899	8.249	18.515	4.181	2.627
216	1.9999502	10.680517	20.99	12.358	1.456	13.78	13.759	5.27	1.951
217	1.4570947	10.437731	21.188	16.001	1.226	12.157	13.272	3.77	1.684
218	1.4314554	11.763286	24.973	13.769	1.484	7.858	21.611	4.03	2.382
219	1.6107817	13.781922	30.266	17.613	1.477	10.192	21.361	3.953	3.1
220	1.8388525	13.823458	32.684	14.508	1.351	18.178	15.081	5.037	1.786
221	8.745588	4.576794	16.751	15.524	1.225	10.065	32.667	8.712	2.795
222	3.107748	4.029612	11.024	14.588	1.245	9.153	12.353	3.641	1.622
223	1.4361709	15.096178	40.606	14.085	1.502	11.707	16.739	4.133	2.334
224	2.4445763	8.999065	18.256	11.486	1.78	10.501	18.026	6.293	2.534
225	2.614662	8.681181	16.53	12.771	1.905	11.229	16.15	3.987	2.142
226	1.2749577	3.559452	11.822	18.897	1.362	5.934	11.387	3.91	1.849
227	-0.5939297	9.536657	21.6	15.838	1.116	6.385	12.06	4.594	1.984
228	2.1403308	10.458118	20.865	22.034	1.364	11.866	20.235	6.088	2.057
229	2.8320203	13.422046	25.875	12.446	1.257	8.139	26.864	7.471	2.413
230	4.268541	7.717507	14.399	15.342	0.979	12.354	28.928	6.472	2.121
231	-1.0784373	6.3297353	17.071	12.172	1.814	5.861	8.686	4.114	1.475
232	-6.375314	7.034032	33.733	15.168	1.795	5.576	8.791	2.833	2.319
233	1.3318542	12.175193	26.721	12.585	1.526	8.196	20.061	6.395	1.824
234	1.1938164	12.367722	25.543	14.756	1.526	10.874	17.944	4.098	2.527
235	2.7458026	14.115724	34.56	14.282	0.943	8.922	28.201	5.798	1.968
236	-0.5581124	9.950896	21.776	14.274	1.463	7.743	11.876	4.246	2.173
237	0.3998973	14.173978	32.734	13.296	1.16	9.75	13.195	4.753	1.958
238	-0.2560742	12.393281	27.208	14.377	1.807	7.38	13.353	3.749	2.088
239	2.3359811	11.097117	23.212	17.823	1.462	8.395	21.312	6.557	2.287
240	1.1020097	11.797335	23.943	12.153	1.654	11.588	15.445	5.92	2.016
241	3.328655	5.6304045	12.904	13.78	1.548	11.055	13.68	4.639	1.964
242	1.3089211	12.122409	24.128	17.676	1.532	10.076	17.999	3.529	2.492
243	1.9718262	1.0234908	8.965	15.319	0.877	5.457	7.597	3.427	1.206
244	-0.423279	8.434025	18.458	16.159	1.18	7.186	12.228	5.716	2.274
245	1.0994073	10.522115	20.917	14.746	1.531	8.076	18.737	3.937	2.71
246	2.3109887	13.053265	27.012	15.987	1.233	10.944	23.716	6.075	2.12
247	1.2106242	14.747242	37.641	11.834	1.476	12.315	15.881	4.958	1.786
248	2.9775224	10.358228	17.539	16.744	1.37	8.36	23.771	6.54	2.143
249	1.3566339	12.783268	27.844	15.443	1.795	15.332	14.862	3.749	2.05
250	-0.37896338	11.946455	24.968	16.248	1.291	8.347	11.751	3.367	2.235
251	0.11833288	12.460305	26.895	15.337	1.452	10.817	12.694	5.22	1.644
252	2.124369	-3.5544055	5.346	11.605	0.433	3.419	4.625	1.752	0.823
253	1.3465593	13.992155	32.128	14.629	1.661	14.719	16.351	2.912	2.334
254	1.9336401	12.538092	26.57	15.975	1.639	13.742	18.574	3.492	3.211
255	1.0667273	14.464061	34.911	13.716	1.396	9.635	18.814	3.689	2.278
256	0.6720654	13.942819	31.742	15.573	2.066	6.536	16.386	4.788	2.946
257	-0.74987674	11.730701	26.017	14.156	2.316	5.513	11.928	4.178	3.457
258	1.439753	13.8472	30.523	16.085	1.347	10.978	20.348	5.731	1.826
259	3.1443527	5.185798	10.337	15.613	0.913	8.928	13.144	5.775	1.608
260	1.4332112	14.665604	36.212	14.519	1.325	12.085	18.956	5.749	1.749
261	0.16782655	13.078848	27.947	14.192	1.291	5.719	15.407	4.08	2.229
262	3.558665	4.607366	12.395	12.1	1.211	5.922	14.618	5.842	2.337
263	0.2987586	9.7488365	20.105	16.089	1.418	10.053	13.186	4.632	2.148
264	2.6603947	11.004599	20.508	16.03	1.365	15.808	19.043	3.639	2.511
265	0.6356812	13.37178	27.452	18.132	1.397	8.942	16.073	3.502	2.549
266	0.38291186	12.362427	26.688	18.153	1.56	9.172	13.772	3.785	2.275
267	8.572021	4.3835726	14.2	14.004	0.845	6.366	33.327	5.424	2.045
268	0.8629852	10.167676	20.023	12.55	1.117	7.341	17.241	5.197	2.003
269	1.3759347	13.577729	29.89	11.418	1.449	9.956	19.526	4.526	1.971
270	2.5737236	10.821411	19.611	13.909	1.654	14.215	16.845	4.107	1.85
271	2.9224105	10.582499	18.305	11.493	1.32	9.772	21.725	6.245	2.167
272	1.6060331	11.350528	22.527	15.574	1.614	10.899	16.997	4.2	1.969
273	2.3165271	12.969112	25.833	15.121	1.227	11.689	23.16	4.525	2.321
274	2.434321	13.007192	25.563	16.725	1.715	8.175	25.277	4.733	2.662
275	2.170633	12.37843	25.349	13.134	1.195	15.491	18.831	5.133	1.632
276	3.006947	8.566232	15.521	11.843	1.461	13.019	16.479	4.851	1.797
277	2.1808205	13.47653	29.174	15.094	1.225	16.384	23.114	2.765	2.872
278	-1.0198464	8.01156	19.536	15.184	1.137	7.505	9.004	3.007	1.492
279	0.39569303	14.332482	39.03	17.347	1.463	4.182	9.087	1.188	3.568
280	-0.48447296	9.556754	21.09	15.961	1.16	6.649	12.758	4.855	1.953
281	3.987578	6.341153	10.88	14.856	1.018	5.102	18.491	6.829	3.007
282	0.73730123	6.012547	15.328	18.583	1.335	8.408	10.427	3.617	1.911
283	0.6345849	10.112313	21.24	20.714	1.352	8.983	12.002	2.582	2.025
284	1.6006256	15.028389	39.075	16.772	1.434	13.947	17.536	4.303	1.956
285	0.24063703	4.3203583	14.131	15.483	0.846	6.171	8.837	4.704	1.937
286	3.8757167	4.071296	9.924	12.583	1.26	9.006	13.118	3.683	1.724
287	3.4024675	3.632104	10.545	12.147	0.923	7.507	10.977	5.293	1.699
288	0.40031758	13.643996	30.278	22.046	1.738	6.58	13.28	3.679	2.486
289	3.7233045	3.5283945	9.72	13.338	1.297	8.429	12.024	3.706	1.612
290	1.9657048	12.5584	24.865	19.249	1.691	10.276	20.35	4.022	2.813
291	0.4604791	13.234836	29.252	14.442	1.479	9.279	15.465	4.827	1.978
292	2.6959288	4.666168	13.599	14.058	1.243	7.783	11.322	3.866	1.819
293	-0.4334987	5.4373302	14.255	12.66	1.114	6.416	10.114	3.108	1.529
294	2.8425045	5.9826374	14.058	13.78	1.37	8.781	14.517	4.227	1.926
295	0.032413058	6.252585	15.447	14.166	1.241	7.704	11.602	5.054	2.193
296	-0.39011964	11.075684	23.572	13.289	1.293	8.413	13.726	4.954	1.757
297	0.27550972	8.370605	18.737	16.884	1.442	9.442	11.837	4.245	2.189
298	8.994376	4.708048	17.276	12.536	0.777	13.266	37.968	6.992	2.205
299	-1.9087969	1.5984501	13.444	15.254	0.905	4.053	8.304	3.54	1.631
300	2.2787952	13.00141	26.388	15.849	1.433	10.1	22.885	6.344	2.087
301	2.374084	3.4115715	13.161	13.115	1.025	7.51	9.58	4.739	1.606
302	9.71112	3.5842636	6.131	19.647	0.717	2.119	42.846	5.955	7.733
303	0.6873875	13.478701	32.638	25.93	1.888	8.434	12.652	4.194	2.438
304	2.3811805	12.989428	27.304	17.629	1.391	8.856	23.562	3.948	3.754
305	0.4964912	13.2799635	28.391	14.645	1.509	5.798	17.61	5.288	2.507
306	-0.018941514	8.481381	17.454	14.914	1.776	8.123	12.593	3.746	2.059
307	-0.33850622	12.193692	26.186	11.979	1.594	8.063	14.603	4.655	1.91
308	2.0503755	8.46729	15.627	12.152	1.38	11.836	15.057	4.005	1.781
309	1.892591	11.213564	21.987	19.232	1.433	13.855	13.398	3.586	1.694
310	3.178004	11.849675	22.383	14.988	1.357	7.731	26.621	6.784	2.048
311	2.9565754	13.226429	27.245	12.104	1.619	27.727	15.88	2.051	2.429
312	0.90124094	10.147256	20.541	16.208	1.184	9.121	16.135	5.265	1.698
313	3.2381966	11.820061	21.556	11.658	1.265	8.816	24.982	5.507	2.147
314	2.2527878	3.0033	11.369	16.414	1.142	7.171	10.671	3.4	1.541
315	3.056729	9.143813	15.432	13.593	1.477	8.964	20.022	4.5	2.784
316	1.6585416	14.341769	33.545	16.592	1.189	14.691	20.105	5.104	2.084
317	2.930189	14.331736	34.42	15.111	1.264	13.303	36.853	7.78	2.099
318	1.378781	12.707501	27.254	12.541	1.208	15.409	15.449	2.888	2.189
319	3.8717659	7.5196986	8.896	14.26	1.362	16.388	19.457	3.627	2.072
320	1.9513785	12.384793	24.559	17.488	1.579	15.253	18.237	3.643	2.879
321	0.51030517	12.5315895	25.905	13.541	1.332	10.004	15.576	3.787	2.433
322	0.12243294	11.690531	24.261	14.048	1.44	9.789	14.501	3.539	1.835
323	-0.15279637	5.6651573	15.199	15.379	1.788	6.709	10.065	3.923	2.409
324	3.207409	0.3213002	5.44	15.892	0.821	5.528	10.073	5.356	2.009
325	2.890477	9.351789	17.493	14.611	1.257	9.889	19.366	5.663	1.854
326	4.1699543	7.680741	13.554	19.267	1.69	14.246	25.484	5.464	2.534
327	1.9662621	11.663854	23.832	14.972	1.42	14.799	17.88	3.564	2.197
328	0.36296824	10.95365	22.507	14.359	1.364	7.348	16.228	4.029	2.651
329	1.5207098	10.1660385	22.657	32.12	1.324	7.715	14.595	4.47	1.846
330	2.0418885	15.367137	47.883	12.314	1.387	18.864	23.106	4.264	2.225
331	1.2197948	11.990534	24.472	16.976	1.525	7.852	20.121	3.918	3.177
332	3.5044506	4.5857887	11.713	12.459	1.166	7.303	14.009	5.99	2.146
