	umap dim 1	umap dim 2	Membrane.Ecad..HCC.650.Joe..Mean..Normalized.Counts..Total.Weighting.	Nucleus.DAPI.Mean..Normalized.Counts..Total.Weighting.	Cytoplasm.CD103..HCC.520.Joe..Mean..Normalized.Counts..Total.Weighting.	Cytoplasm.Glypican..HCC.540.Joe..Mean..Normalized.Counts..Total.Weighting.	Cytoplasm.CD8..HCC.570.Joe..Mean..Normalized.Counts..Total.Weighting.	Cytoplasm.PD1..HCC.620.Joe..Mean..Normalized.Counts..Total.Weighting.	Cytoplasm.CD3..HCC.690.Joe..Mean..Normalized.Counts..Total.Weighting.
5314	2.3900354	6.2097664	13.722	18.268	1.404	8.252	13.96	4.844	2.162
5315	0.44168085	12.927542	28.226	16.628	1.619	13.343	10.159	4.268	2.494
5316	2.290878	4.346887	12.077	16.308	1.268	9.837	10.502	5.163	1.452
5317	3.6359282	5.951138	11.784	16.408	1.18	6.551	16.805	3.886	1.789
5318	2.77063	1.6871035	9.456	14.946	1.308	5.232	9.504	3.849	1.667
5319	1.4125739	5.3272343	13.709	14.603	1.322	10.248	7.689	2.634	1.293
5320	0.1884178	12.33312	25.84	13.722	1.165	10.654	11.698	4.516	2.374
5321	0.029174224	10.054909	22.957	15.927	1.33	9.822	10.219	4.572	2.017
5322	-0.07590416	9.794726	21.373	17.321	1.417	8.246	12.164	4.847	1.65
5323	-0.05445081	11.392419	24.445	13.766	1.412	10.408	13.12	6.35	1.671
5324	1.318596	8.11054	16.692	14.929	1.331	12.34	11.114	3.58	1.891
5325	2.9762614	3.7530239	11.825	13.229	1.746	8.162	10.279	4.177	2.036
5326	2.7855837	-2.6154892	2.657	11.72	0.776	4.927	5.334	3.694	1.048
5327	1.6843817	10.834071	23.136	21.265	1.031	16.559	11.234	3.656	2.313
5328	2.9094748	1.7001486	9.862	12.406	1.408	5.635	9.092	3.963	1.621
5329	0.021216843	6.2524366	15.081	16.47	1.556	6.983	12.539	3.892	1.757
5330	0.016029296	4.1312923	14.34	15.517	1.235	6.683	7.792	3.819	1.425
5331	1.7605013	-0.7661969	5.466	16.537	0.996	3.91	8.141	4.82	1.358
5332	1.5857571	3.2886484	10.976	18.114	1.028	9.441	8.669	5.363	1.246
5333	2.726195	0.28915247	8.809	12.301	1.16	6.057	6.959	3.778	1.314
5334	2.541647	2.4287536	10.42	14.547	1.525	7.137	8.816	3.898	1.627
5335	2.9575753	4.720771	12.011	15.194	1.679	11.389	10.83	4.092	2.046
5336	-0.45069638	-2.1622145	8.129	12.462	1.131	4.053	7.931	4.955	1.196
5337	-0.7582756	5.9635167	16.833	14.784	1.395	6.51	9.129	4.604	1.611
5338	0.67866975	7.0708213	16.185	18.022	1.344	9.196	9.12	3.668	1.63
5339	0.8672705	4.7388086	14.741	11.835	1.739	7.731	9.381	5.026	1.718
5340	3.0697172	4.7274303	11.325	14.598	1.342	13.345	9.505	4.093	1.505
5341	1.2679479	8.31988	17.736	17.593	1.365	8.1	14.656	4.096	1.961
5342	2.7061007	2.7957954	12.005	13.311	1.499	5.684	10.174	3.724	1.66
5343	2.0982258	3.8755584	11.75	16.588	1.513	10.151	9.466	3.565	1.756
5344	-0.29363272	9.661419	21.254	17.118	1.723	6.756	10.579	3.582	1.985
5345	7.9872813	3.6607277	6.4	12.348	0.996	5.591	28.209	4.775	1.457
5346	2.3844287	4.896203	11.826	16.642	1.336	8.381	11.751	5.287	1.592
5347	-0.45953447	9.351758	20.142	15.95	1.705	7.777	12.184	4.01	1.771
5348	2.9476638	2.991093	9.301	16.577	1.214	11.118	8.895	3.316	1.498
5349	0.9507108	10.0043335	21.075	14.739	1.582	13.642	9.199	3.895	1.923
5350	1.8941613	0.9994247	9.063	15.718	1.002	5.341	7.319	4.027	1.314
5351	0.7765376	8.618049	18.071	13.624	1.479	10.908	11.816	2.959	1.766
5352	1.9170983	1.8888682	12.061	13.956	1.405	4.862	7.595	3.523	1.431
5353	0.5981425	9.862946	21.445	21.059	1.595	10.119	9.814	4.052	2.033
5354	1.5502307	9.305218	15.94	21.008	1.543	12.969	12.299	3.847	2.16
5355	2.1995702	-2.9704702	5.827	13.401	0.8	4.377	5.05	3.437	1.067
5356	2.379776	9.37167	18.963	15.658	1.53	11.826	16.71	6.744	1.816
5357	2.8103123	-1.2935747	5.389	16.661	1.3	4.776	7.856	3.552	1.277
5358	-0.71952313	5.802359	16.796	12.071	1.582	5.242	11.482	2.311	2.232
5359	-0.756487	7.006958	17.619	11.335	1.607	8.847	9.127	3.877	1.815
5360	1.5322824	0.5270702	8.7	16.643	1.08	4.919	6.956	4.802	1.308
5361	-0.14523508	5.6319423	15.683	16.372	1.144	6.881	8.874	3.789	1.357
5362	0.38595098	11.613289	23.785	12.27	1.268	10.902	13.891	3.354	2.284
5363	3.1038382	1.6623523	7.919	15.643	1.156	7.297	9.781	5.826	1.462
5364	-0.540428	12.159015	27.299	15.055	1.708	8.14	10.171	3.344	2.031
5365	0.65301967	7.065092	16.752	18.84	1.11	9.297	9.572	3.535	2.283
5366	-0.91838706	6.781702	17.596	13.564	0.993	8.004	7.871	4.277	1.689
5367	1.3642478	8.705425	17.64	15.683	1.624	10.822	13.873	5.033	1.79
5368	1.694438	1.3718562	10.643	16.637	1.119	5.432	7.604	3.271	1.491
5369	0.35217074	8.453133	17.794	14.827	1.251	9.408	13.446	3.951	1.568
5370	1.3701454	9.855082	20.063	15.022	1.123	14.014	11.067	2.388	1.924
5371	1.6110809	10.589596	22.076	22.136	1.314	15.741	11.526	4.279	1.821
5372	2.5988371	5.775538	13.88	12.722	1.328	11.698	9.698	3.001	1.664
5373	1.5108043	3.2952926	10.68	19.282	1.352	9.441	9.414	5.125	1.599
5374	0.3966128	11.622992	23.009	12.071	1.657	11.062	13.167	2.82	1.127
5375	3.451428	1.5211444	7.519	14.234	1.281	8.419	10.186	5.312	1.69
5376	0.12735355	8.712473	19.31	14.998	1.848	9.42	9.43	3.914	2.268
5377	1.7102054	2.4430792	8.901	19.353	1.259	7.478	10.187	3.922	1.531
5378	1.8094523	0.8430287	11.069	11.807	0.518	3.99	6.007	3.608	0.829
5379	0.11605648	6.481732	15.107	12.202	1.461	9.008	12.356	4.298	1.763
5380	2.0241952	5.7787104	12.535	17.111	1.306	10.512	9.147	4.302	1.639
5381	0.25882325	6.6568437	16.779	16.366	1.546	8.318	10.712	5.491	1.866
5382	1.4983816	8.095523	16.215	18.446	1.436	8.402	14.724	3.693	1.953
5383	2.5631104	1.6487442	9.798	13.553	1.449	5.092	9.286	3.641	1.442
5384	1.2888231	6.3382716	14.632	20.037	1.323	11.356	9.539	3.618	1.872
5385	1.2584537	10.170284	20.938	19.36	1.45	13.524	9.79	2.711	1.883
5386	0.19705231	10.491798	21.6	13.379	1.638	10.886	13.69	5.02	1.667
5387	4.115252	0.9375798	5.967	11.45	1.502	8.271	9.993	4.242	1.749
5388	0.22322962	10.012762	21.191	16.606	1.403	9.807	12.642	3.91	1.575
5389	11.405242	3.6789072	18.013	20.768	0.888	4.411	66.17	10.731	1.246
5390	0.12112852	12.37687	26.997	13.903	1.28	11.179	10.938	0.901	2.916
5391	0.9902803	6.4384384	15.971	19.023	1.757	10.174	10.636	4.977	1.731
5392	1.2952898	10.8320465	22.971	16.316	1.601	14.743	10.289	4.483	1.955
5393	1.6942359	1.5976194	10.979	15.73	1.012	7.147	6.014	3.903	1.318
5394	0.48508418	12.815239	27.558	14.617	1.623	13.506	10.864	3.547	1.871
5395	-1.0446163	8.340146	20.65	15.17	1.183	7.26	9.027	4.493	1.751
5396	0.13982731	8.3949795	18.512	16.86	1.422	7.817	12.115	3.337	1.715
5397	0.6237012	2.2964015	10.969	19.585	1.631	6.459	9.56	4.442	1.798
5398	1.1143152	6.500115	15.671	19.868	1.564	10.858	10.94	4.359	1.781
5399	2.2953334	-3.296858	4.546	12.588	0.955	4.514	5.031	3.011	1.026
5400	2.0161045	12.292445	24.604	13.774	1.727	14.688	17.694	5.936	1.725
5401	0.8394277	10.057559	21.497	14.825	1.814	12.783	10.155	2.872	2.223
5402	-0.30770096	6.262914	15.539	11.579	1.4	8.026	10.487	5.291	1.586
5403	-0.7459134	7.0564094	17.438	12.548	1.241	5.12	10.705	4.393	1.566
5404	1.232639	7.8116817	15.743	16.412	1.432	10.618	12.94	4.804	1.836
5405	1.8534209	7.7191095	15.082	13.033	1.4	12.53	11.752	4.901	1.592
5406	2.5791233	10.241248	17.306	20.51	1.23	16.94	16.449	4.917	1.457
5407	2.924488	2.4278638	8.187	15.634	1.403	8.309	9.539	3.978	1.577
5408	0.48830453	7.155875	17.204	17.878	1.608	8.416	9.137	4.899	1.843
5409	1.6317316	8.203118	17.081	19.475	1.307	8.968	13.808	4.211	1.661
5410	2.6791883	2.8213787	11.801	12.754	1.338	5.353	10.475	4.164	1.4
5411	2.1128085	8.543973	16.223	11.638	2.027	12.963	14.758	5.015	2.136
5412	2.3896613	4.91446	13.004	12.552	1.361	10.762	8.38	4.318	1.51
5413	1.6904162	2.476155	10.689	17.018	0.842	7.941	7.363	3.873	1.262
5414	1.3422616	6.0614696	15.13	16.335	1.949	9.399	10.03	5.858	1.996
5415	2.7606966	4.6138525	12.407	15.835	1.637	9.428	11.51	3.551	1.726
5416	3.6591234	-0.3137073	5.967	13.151	1.372	7.3	7.555	3.428	1.223
5417	2.4731438	2.0763009	6.83	17.327	1.239	7.349	10.08	3.943	1.379
5418	2.6089146	2.2139597	9.764	15.108	1.457	7.363	8.823	3.598	1.644
5419	1.533126	3.4200926	11.327	18.413	1.441	7.758	10.468	4.228	1.629
5420	-0.29112613	6.9938645	17.057	12.72	1.409	9.902	10.095	4.602	1.784
5421	2.1229107	11.480861	23.254	15.823	1.549	13.757	18.634	4.87	2.082
5422	-0.9412283	6.128788	16.659	13.229	1.287	6.611	9.163	3.157	1.52
5423	-0.7831307	5.932674	16.89	16.562	1.423	6.713	8.156	4.546	1.485
5424	-1.3337499	10.25354	24.001	11.63	1.185	6.26	7.811	2.916	1.279
5425	2.223777	13.935636	32.662	16.859	1.49	20.877	16.585	3.563	1.914
5426	2.3332462	2.7190778	11.509	15.232	1.757	7.916	8.194	3.493	1.698
5427	2.3303435	7.51357	14.291	18.562	1.493	14.876	10.452	3.721	2.218
5428	2.5872154	2.4787366	7.487	17.07	1.394	8.488	10.218	4.223	1.664
5429	1.7745687	5.782328	13.692	17.632	1.811	9.989	10.869	5.987	1.9
5430	2.8229036	5.5498667	13.094	16.083	1.169	5.761	14.004	5.166	1.275
5431	3.4062777	1.5772523	8.835	11.494	1.538	5.785	9.455	3.796	1.525
5432	1.5440843	5.067768	14.039	15.391	1.569	9.052	9.58	3.405	1.752
5433	2.198686	-3.4016535	4.906	11.929	0.57	2.384	4.437	3.2	0.949
5434	1.2002745	2.2017508	10.39	16.255	1.55	7.355	8.618	7.305	1.781
5435	0.70946735	7.0402083	16.795	19.682	1.439	10.242	9.086	3.265	1.657
5436	2.9678955	10.893924	17.863	12.199	1.287	13.832	20.335	4.811	1.474
5437	3.6845484	10.278188	16.63	11.601	1.221	23.337	17.149	2.433	2.037
5438	5.2078066	3.3644028	8.738	12.217	1.802	6.274	18.044	4.794	1.711
5439	-0.68321323	6.0462036	16.05	12.808	1.936	8.655	8.637	4.313	1.524
5440	1.1439686	8.073638	16.191	17.255	1.827	12.959	9.002	3.878	1.874
5441	-0.3250342	12.850685	28.427	12.454	1.261	8.701	7.244	3.247	2.089
5442	0.46697336	11.628955	23.72	18.328	1.35	10.729	12.606	3.355	2.231
5443	0.77773935	12.931896	27.976	10.717	0.947	15.924	10.551	2.06	2.253
5444	2.242656	10.714663	20.683	13.687	1.198	15.431	12.521	4.429	2.089
5445	2.3894985	5.7708354	13.631	16.948	1.771	6.661	13.387	5.285	2.082
5446	-0.9569804	9.191675	20.379	12.833	1.646	9.192	10.25	4.871	1.741
5447	-0.14477046	6.5542564	17.103	16.537	1.526	5.4	12.459	3.501	3.212
5448	1.1774366	4.0658393	13.517	16.009	1.192	6.125	11.628	3.593	2.521
5449	1.9523137	8.523535	18.188	20.014	1.612	8.687	17.213	4.364	2.547
5450	0.3743965	0.53689164	5.427	24.492	0.812	3.903	5.339	3.593	1.124
5451	0.82855606	8.355826	17.631	17.2	1.39	9.583	12.977	3.804	1.927
5452	0.74948883	5.431594	14.72	18.127	1.983	7.136	11.771	4.941	2.146
5453	3.500069	6.305005	11.467	13.783	1.486	12.502	13.717	4.422	1.784
5454	2.1451693	12.369813	25.645	19.964	1.03	18.894	15.16	3.696	1.881
5455	-0.7775278	5.3415303	15.169	11.244	1.431	6.03	8.636	3.607	1.325
5456	3.941337	0.44074148	4.672	13.974	1.163	9.385	7.219	3.832	1.326
5457	0.5183722	7.418876	16.552	14.11	1.325	8.124	13.928	4.797	1.989
5458	0.6633457	1.913495	9.64	21.94	1.324	5.906	10.221	5.158	1.728
5459	3.1758406	-1.7906306	5.011	12.012	0.883	5.771	5.625	2.76	1.001
5460	2.827517	6.224178	13.409	18.555	1.452	9.145	15.067	3.933	1.812
5461	0.99302137	8.029044	17.202	16.636	1.844	10.451	11.182	4.261	1.928
5462	2.0184093	11.306522	24.165	14.067	1.229	16.12	11.095	3.651	1.727
5463	2.852186	4.511061	12.525	11.915	1.557	10.386	9.798	5.438	1.611
5464	2.5059931	9.447608	17.74	15.115	1.317	14.736	13.901	5.097	1.702
5465	0.32550904	14.166066	32.76	11.163	1.56	8.121	13.33	3.704	2.218
5466	3.6387763	-0.84953475	5.487	12.246	1.287	6.489	7.985	3.786	1.422
5467	3.4965217	4.474589	12.512	12.285	1.363	6.542	13.932	4.294	1.462
5468	0.25206846	12.049998	25.067	11.768	1.251	11.928	10.923	4.035	2.19
5469	-0.06199438	5.1950727	13.302	14.833	1.195	6.716	9.963	4.943	1.62
5470	3.7300913	-0.31737325	5.76	12.308	1.38	7.512	7.257	4.112	1.421
5471	-0.7464743	8.76894	20.265	14.476	1.17	7.801	10.779	3.658	1.679
5472	0.16190808	13.184447	30.987	18.439	1.321	9.931	10.656	3.626	1.639
5473	3.517134	-0.43246406	5.893	14.329	1.001	6.995	7.261	2.887	1.203
5474	0.22360621	9.3196125	19.959	18.207	1.561	9.967	10.198	3.989	1.951
5475	3.539085	2.269124	9.186	11.877	1.356	8.323	9.239	4.763	1.597
5476	3.2399337	0.21082285	3.9	17.034	1.035	6.866	8.192	3.331	1.328
5477	1.1402246	9.484536	20.126	18.277	1.407	12.02	12.186	5.013	1.579
5478	0.9449882	7.187456	15.74	12.171	1.561	9.653	13.185	6.136	1.782
5479	2.6891303	3.3949597	13.341	14.529	1.745	6.03	10.393	3.373	1.286
5480	0.252364	2.1218588	12.763	17.145	0.958	5.62	7.035	4.464	1.629
5481	1.9630415	1.3472298	10.338	13.891	1.368	4.628	6.781	4.83	1.449
5482	-0.032537825	12.241988	26.078	11.437	1.738	8.576	16.826	5.998	1.748
5483	-0.45501876	5.610133	14.759	12.007	1.445	5.807	11.573	4.468	1.916
5484	3.9916518	6.962493	12.853	14.138	1.354	6.96	22.094	4.154	2.099
5485	-0.022149164	12.828341	29.13	17.987	1.448	8.446	10.643	4.689	3.198
5486	0.34684977	12.032354	24.344	11.882	1.796	12.445	10.864	4.547	1.655
5487	-1.3399664	10.14564	23.235	11.897	1.304	5.177	8.008	4.054	1.569
5488	0.109150924	13.523589	30.918	11.752	1.572	8.607	13.504	4.483	1.989
5489	0.678391	9.2252245	19.106	12.003	1.012	9.597	15.074	3.278	1.589
5490	1.0271807	6.032945	14.014	20.474	1.419	7.996	10.915	3.435	1.82
5491	4.0073185	1.6409426	6.39	12.93	1.391	10.193	8.316	5.117	1.499
5492	1.2345933	3.9156783	12.239	18.679	1.426	8.344	10.161	5.267	1.598
5493	-1.0448315	6.0523844	18.158	15.078	1.53	5.932	8.266	4.494	1.844
5494	1.3883125	7.010696	15.425	19.056	1.294	9.485	13.282	4.81	1.63
5495	1.4214498	6.0806804	14.914	16.553	1.387	9.666	10.761	5.051	1.576
5496	3.0982854	4.1726	11.55	11.479	1.034	9.993	10.505	3.294	1.322
5497	0.2792104	9.133217	19.486	13.954	1.937	10.335	10.426	4.591	1.658
5498	1.8199698	13.025454	29.981	19.426	1.388	18.196	17.02	4.099	1.337
5499	-0.23925047	7.063984	17.812	12.793	1.409	10.49	9.99	2.647	1.814
5500	2.0150084	5.2197423	13.825	14.736	1.447	10.706	9.822	3.541	1.631
5501	8.045875	3.6418622	4.476	15.562	1.292	5.872	29.167	4.608	1.917
5502	-0.004504056	6.5969253	16.379	15.832	1.396	7.843	11.2	3.238	2.227
5503	2.6600657	-3.1446936	2.874	13.427	0.85	4.678	4.928	2.984	1.056
5504	3.3379245	2.450188	8.574	13.678	1.149	8.892	8.887	4.445	1.526
5505	-0.09894355	5.372065	14.975	15.063	1.609	6.775	10.299	4.983	1.81
5506	-1.041716	7.814084	18.734	14.871	1.389	7.742	7.881	3.611	1.466
5507	2.7355328	2.1528873	9.089	14.128	1.316	7.839	7.348	3.317	1.245
5508	1.0784041	4.136457	13.181	16.996	1.611	9.034	8.884	3.584	1.663
5509	1.3364171	4.9560857	13.873	14.486	2.079	8.212	9.514	3.086	1.81
5510	2.7734754	9.547941	17.695	13.652	1.394	16.18	13.737	4.642	1.447
5511	3.4729853	-0.4708946	4.924	14.217	1.236	6.786	7.179	3.864	1.486
5512	1.4319583	14.784191	38.619	11.81	1.417	17.628	12.499	3.754	1.727
5513	2.4372103	2.7705815	10.826	14.976	1.158	8.659	8.336	3.48	1.307
5514	3.0302472	-2.3172843	2.931	12.515	0.744	5.283	5.764	3.562	0.973
5515	2.944885	1.3986989	8.455	14.628	1.296	6.145	9.071	5.179	1.585
5516	-0.6487163	-2.2562473	7.923	12.01	1.974	4.321	7.791	5.058	1.93
5517	-0.51904106	7.3498087	17.917	14.91	1.662	8.782	9.919	4.847	1.814
5518	-0.0715605	3.935604	13.725	15.259	1.245	6.47	6.847	4.056	1.387
5519	0.69228303	11.155169	23.424	17.471	1.26	12.085	11.552	4.69	1.579
5520	1.4082168	9.497648	19.466	22.996	1.697	10.828	11.855	4.9	1.974
5521	3.1854687	3.1970136	9.163	16.502	1.278	6.9	12.401	4.627	1.654
5522	1.1179351	3.2920427	12.79	16.013	1.171	5.767	9.178	4.236	1.33
5523	-0.92321545	4.8358583	16.43	14.633	1.322	3.998	9.47	3.46	1.752
5524	3.9693959	0.40760395	5.382	13.505	1.272	8.114	8.175	3.581	1.301
5525	1.6307325	12.751696	27.68	16.282	1.562	14.776	15.518	4.727	1.861
5526	3.9227703	1.1047211	7.419	12.763	1.359	7.226	9.824	5.369	1.492
5527	1.7990155	7.8869586	15.307	14.707	1.949	11.713	12.031	2.57	1.928
5528	0.61213934	5.3672934	13.916	16.766	1.208	7.914	9.833	4.497	1.437
5529	-4.5993667	2.8403585	18.12	13.151	1.409	4.58	10.738	5.355	1.954
5530	3.6843543	2.9260302	10.435	12.244	1.488	10.221	10.468	3.9	1.522
5531	3.7285078	5.506943	10.353	13.182	1.422	11.539	15.194	3.118	2.129
5532	0.15557532	8.724801	20.016	15.208	1.411	9.608	8.965	3.47	1.93
5533	1.7389622	4.8684707	14.113	13.72	1.297	8.663	9.915	4.092	1.579
5534	2.942741	6.799489	13.293	13.388	1.879	14.107	11.56	2.815	1.998
5535	3.6497762	2.920838	10.441	13.17	1.579	10.076	9.778	3.927	1.566
5536	-0.62451863	12.003185	25.657	13.24	1.848	6.739	12.623	5.291	2.211
5537	1.0371932	9.275859	18.799	17.949	1.594	11.251	12.642	4.685	1.726
5538	3.4358485	3.7375925	11.823	12.225	1.508	4.57	12.157	4.21	1.762
5539	2.4493473	2.5276074	5.817	18.578	1.244	10.84	9.531	3.793	1.522
5540	1.9309206	8.038747	14.821	13.093	1.465	11.47	13.985	4.581	1.677
5541	2.2462893	3.0348928	10.613	15.662	1.492	8.955	8.917	3.899	1.945
5542	0.7994678	6.304379	16.073	23.144	1.63	6.999	11.224	4.453	2.043
5543	1.7082862	5.900772	14.02	17.289	1.603	8.445	11.427	5.391	1.806
5544	-0.07048562	10.149711	23.208	15.628	1.661	9.433	10.738	4.407	1.777
5545	2.6676574	0.27912048	8.725	13.174	1.65	6.382	6.853	3.39	1.835
5546	2.836807	3.2979245	11.856	11.665	1.676	8.546	9.109	4.144	1.416
5547	1.9251504	2.3815866	8.382	18.028	1.149	7.447	9.352	3.547	1.324
5548	0.9013434	6.222318	15.464	21.171	1.627	9.127	10.574	4.086	2.082
5549	-0.5673875	3.7507517	13.915	13.651	1.303	3.801	8.079	2.861	1.527
5550	0.95649153	8.041749	17.264	16.319	1.581	10.437	11.303	4.554	1.672
5551	-0.33839688	9.2555065	20.351	14.939	1.814	8.527	11.674	4.325	2.288
5552	0.8379072	13.389589	32.535	29.1	1.567	14.203	16.455	5.008	2.063
5553	3.679305	2.9074597	10.418	12.435	1.331	9.606	9.907	3.138	1.309
5554	2.580301	-3.8344507	2.056	12.099	0.487	3.196	4.349	2.335	0.757
5555	1.5440586	-2.3692346	9.684	14.943	0.631	2.832	4.393	2.144	0.771
5556	1.2834477	4.8446207	13.334	14.892	1.679	7.019	9.086	2.988	1.588
5557	2.953017	1.8688811	10.546	11.74	1.254	5.878	9.581	5.924	1.287
5558	3.012395	1.4093384	8.103	15.217	1.133	6.41	10.307	3.734	1.44
5559	2.4241083	2.7779064	11.037	14.631	1.322	8.028	8.231	3.664	1.326
5560	1.0482085	1.868026	10.198	17.91	1.545	5.856	8.755	6.409	1.73
5561	-0.11998164	12.144707	25.894	17.806	1.791	10.431	9.282	5.225	2.053
5562	-1.0111403	7.8755555	19.074	13.561	1.719	7.183	8.886	4.075	1.88
5563	2.5876398	2.9625392	12.203	12.61	1.396	7.085	8.745	5.059	1.369
5564	2.8608649	5.3331647	13.272	11.913	1.596	9.778	13.111	5.075	1.581
5565	-0.07245767	6.7639723	16.241	15.872	1.688	6.544	13.024	4.065	2.026
5566	2.3379867	5.112786	13.836	15.448	1.432	8.348	11.66	3.577	1.617
5567	1.4943534	2.7332199	11.695	16.211	1.399	6.092	8.436	4.283	1.743
5568	3.1278093	4.0135913	12.471	14.339	1.614	6.472	11.863	5.744	2.06
5569	2.92247	4.3570533	11.658	14.634	1.604	9.914	10.446	3.96	1.508
5570	1.2202567	6.2821183	15.351	17.949	1.713	9.869	11.059	3.572	1.772
5571	2.7245095	2.3470197	9.932	14.4	1.48	7.638	9.259	4.174	1.571
5572	-0.23864114	6.451886	15.943	14.477	1.536	7.619	11.741	4.069	1.705
5573	3.5234895	4.777778	9.212	15.788	1.379	11.595	12.287	3.666	1.638
5574	2.5334232	11.190618	21.517	13.978	1.064	17.165	15.46	4.303	1.627
5575	2.7130523	3.0939736	11.863	12.54	1.267	9.045	8.482	3.05	1.41
5576	0.9892057	9.522356	20.581	17.454	1.622	12.008	12.044	4.545	1.932
5577	0.5196122	9.904332	21.861	15.188	1.479	11.716	11.125	3.759	1.775
5578	3.784561	-0.2881825	6.412	11.711	0.932	7.64	7.076	3.55	1.061
5579	3.547765	3.4261901	9.58	14.538	1.245	8.516	12.245	4.214	1.996
5580	1.3904133	2.7395108	11.495	17.953	1.424	7.257	9.072	3.2	1.517
5581	3.1958287	8.890851	13.231	18.379	1.458	16.495	11.293	3.215	1.438
5582	0.99369067	8.598557	17.922	13.938	1.19	11.954	10.555	3.975	1.933
5583	0.015878672	7.505219	18.169	17.308	1.453	8.131	9.705	4.146	1.796
5584	0.3141321	8.457716	18.802	16.269	1.832	10.203	8.306	3.1	1.743
5585	2.6756482	2.512289	9.987	14.937	1.309	7.659	10.155	3.747	1.37
5586	0.9850272	11.979025	24.641	14.65	1.374	11.67	15.535	5.297	2.095
5587	0.19592892	6.479505	14.869	13.635	1.554	9.864	11.736	3.696	1.612
5588	2.5240667	1.9571081	11.234	11.435	1.062	6.161	6.835	3.986	1.769
5589	1.731173	1.7002622	11.232	16.025	1.173	6.303	6.834	3.704	1.678
5590	2.600981	2.4795103	10.524	14.856	1.317	7.033	9.138	4.62	1.595
5591	0.6968078	10.619682	22.178	17.143	1.478	11.531	13.076	4.457	1.652
5592	0.0396064	6.979629	16.417	13.976	0.995	6.753	13.453	4.406	1.783
5593	2.7467275	1.7849721	9.895	14.027	1.208	5.503	9.665	4.297	1.803
5594	2.8610506	6.1785893	10.954	21.75	1.078	12.371	14.801	5.989	1.727
5595	4.0062156	1.4709986	6.902	11.422	1.012	9.87	8.912	3.549	1.263
5596	2.6825373	2.144784	10.742	13.498	1.234	6.484	8.883	5.551	1.442
5597	3.9834468	4.5050445	10.586	11.166	1.43	7.192	14.556	5.804	1.471
5598	2.9027426	4.513564	11.539	15.526	1.358	10.458	10.783	3.573	1.382
5599	-0.36827093	7.0702767	16.968	14.005	1.954	9.06	9.631	4.773	1.698
5600	-0.29906264	12.518026	27.092	13.44	1.661	9.47	10.803	4.131	2.165
5601	1.3191234	13.922784	33.18	19.442	1.44	15.163	14.321	3.788	1.767
5602	3.4615293	6.7263656	14.879	13.991	1.105	6.53	17.873	3.961	1.979
5603	2.373638	9.179692	16.686	13.141	1.907	14.955	11.574	5.035	2.219
5604	4.061028	4.427803	9.731	11.913	1.193	8.926	13.912	6.595	2.124
5605	1.4967079	3.6778393	12.07	18.339	1.814	8.315	10.352	4.149	1.576
5606	1.3188683	2.273852	9.883	18.608	1.258	8.799	7.859	3.447	1.597
5607	2.6976123	-2.703194	4.046	13.402	0.922	3.426	6.276	4.251	1.615
5608	3.7058268	1.2695707	8.131	12.737	0.889	9.225	7.961	3.642	1.411
5609	2.8831558	-0.50404173	6.458	15.127	0.922	6.116	5.969	2.87	0.987
5610	-1.0116578	6.8317227	18.146	12.043	1.53	7.356	9.07	3.991	1.451
5611	0.3378264	9.341889	19.005	20.142	1.73	8.584	7.541	3.646	2.178
5612	2.4812834	2.4436889	10.618	14.245	1.697	6.33	9.041	4.273	1.372
5613	-0.089336306	4.059411	14.749	16.278	1.175	4.894	7.748	3.404	1.437
5614	0.57089305	0.06886692	9.743	17.278	0.763	3.645	4.534	2.384	1.091
5615	1.2397621	0.29486242	6.253	18.932	0.88	6.206	5.701	2.92	1.163
5616	2.2315128	-3.3453794	4.675	12.367	0.743	4.227	5.148	2.425	0.989
5617	1.5313702	9.9054165	18.02	26.493	1.035	11.809	13.292	4.8	1.365
5618	0.9704805	4.2269025	13.388	18.088	2.033	8.004	9.165	3.491	1.901
5619	0.68818504	6.2320943	15.39	17.122	1.338	8.525	10.784	3.498	1.477
5620	0.7199326	3.3568153	12.692	16.999	1.748	5.277	8.014	3.186	1.2
5621	2.777138	7.975063	16.039	11.605	1.177	8.097	17.593	6.452	1.914
5622	-0.17981528	6.4897976	16.087	14.7	1.287	8.416	10.766	4.409	1.56
5623	0.5854283	3.7557886	13.019	15.746	1.592	6.442	8.76	3.966	1.622
5624	2.219158	12.314614	25.333	21.642	1.027	18.813	14.245	2.986	2.099
5625	0.3479622	5.5744905	15.841	17.976	1.485	6.687	9.721	3.487	1.467
5626	2.9046159	-0.14267053	6.205	15.63	1.193	5.648	7.747	4.801	1.532
5627	2.8211734	-0.3369487	7.81	13.775	0.755	5.878	5.852	3.492	1.024
5628	1.0090207	8.60616	18.049	14.392	1.206	12.545	9.422	3.869	1.545
5629	-1.090377	8.038441	20.618	13.978	1.557	7.117	9.372	5.718	1.071
5630	3.188937	11.460921	20.968	14.314	1.122	25.047	13.235	1.954	2.028
5631	1.376537	0.70209	9.683	17.286	1.198	4.639	7.362	4.634	1.388
5632	1.2970513	0.737922	10.7	15.204	0.856	4.328	5.787	3.39	1.053
5633	1.5512692	4.9050994	12.592	14.524	1.248	8.576	9.487	3.537	1.37
5634	0.25869504	2.0674684	12.508	19.108	1.025	6.207	6.349	4.752	1.914
